2026-05-26 11:09:21,058 | INFO     | server               | ============================================================
2026-05-26 11:09:21,058 | INFO     | server               | CHAT SERVICE INITIALIZATION
2026-05-26 11:09:21,058 | INFO     | server               | ============================================================
2026-05-26 11:09:21,060 | INFO     | server               | Creating ChatModule instance...
2026-05-26 11:09:21,060 | INFO     | chat_module          | Initializing ChatModule...
2026-05-26 11:09:21,060 | DEBUG    | chat_module          | Loading SideModel...
2026-05-26 11:09:21,060 | INFO     | side_llm_pipeline.side_model | Initializing SideModel...
2026-05-26 11:09:21,061 | DEBUG    | side_llm_pipeline.side_model | Loading Qwen3 model | hierarchy: ['/hint', '/sys', '/cv', '/user', '/model']
2026-05-26 11:09:21,061 | INFO     | side_llm_pipeline.models.Qwen_Qwen3_4B_Instruct_2507.model | Loading Qwen model
2026-05-26 11:09:21,061 | DEBUG    | side_llm_pipeline.models.Qwen_Qwen3_4B_Instruct_2507.model | Loading tokenizer | model=Qwen/Qwen3-4B-Instruct-2507
2026-05-26 11:09:21,099 | DEBUG    | httpcore.connection  | connect_tcp.started host='huggingface.co' port=443 local_address=None timeout=10 socket_options=None
2026-05-26 11:09:21,131 | DEBUG    | httpcore.connection  | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x76f84c767fd0>
2026-05-26 11:09:21,131 | DEBUG    | httpcore.connection  | start_tls.started ssl_context=<ssl.SSLContext object at 0x76f84c913140> server_hostname='huggingface.co' timeout=10
2026-05-26 11:09:21,161 | DEBUG    | httpcore.connection  | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x76f84c765bd0>
2026-05-26 11:09:21,162 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'HEAD']>
2026-05-26 11:09:21,163 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-26 11:09:21,163 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'HEAD']>
2026-05-26 11:09:21,163 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-26 11:09:21,163 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'HEAD']>
2026-05-26 11:09:21,318 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 307, b'Temporary Redirect', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'258'), (b'Connection', b'keep-alive'), (b'Date', b'Tue, 26 May 2026 08:09:21 GMT'), (b'Location', b'/api/resolve-cache/models/Qwen/Qwen3-4B-Instruct-2507/cdbee75f17c01a7cc42f958dc650907174af0554/config.json?%2FQwen%2FQwen3-4B-Instruct-2507%2Fresolve%2Fmain%2Fconfig.json=&etag=%226988f134db143052042f2bd6e0c897bc6a605189%22'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a155531-6a1fb4c27decfec923b4b948;ac3307eb-fbda-4448-a0ea-f6a6339e18f0'), (b'RateLimit', b'"resolvers";r=4978;t=94'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin, Accept'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'cdbee75f17c01a7cc42f958dc650907174af0554'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'HIT'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'config.json; filename="config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'X-Linked-ETag', b'"6988f134db143052042f2bd6e0c897bc6a605189"'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 9e492fcc6274a89562b4ce52fd372508.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'HEL51-P2'), (b'X-Amz-Cf-Id', b'vac-GqM0cMX_p-YraNNHfFjf6yDpCDZYtuMA4IzrwJ7QSeU2h9gKqQ==')])
2026-05-26 11:09:21,319 | INFO     | httpx                | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen3-4B-Instruct-2507/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-05-26 11:09:21,320 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'HEAD']>
2026-05-26 11:09:21,320 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-26 11:09:21,320 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-26 11:09:21,321 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-26 11:09:21,321 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'HEAD']>
2026-05-26 11:09:21,322 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-26 11:09:21,322 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'HEAD']>
2026-05-26 11:09:21,322 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-26 11:09:21,322 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'HEAD']>
